I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
1756		1833	5	30					 7.5		 7.5						INDIA		INDIA:  LOHUGHAR	  29.400	   80.100	60																								
1758		1833	8	26					 8.0		 8.0						NEPAL		NEPAL:  KATHMANDU; INDIA:  BIHAR	  28.300	   85.500	60								3		3		3								3		3		
1759	Tsu	1833	9	6					 8.0		 8.0					11	CHINA		CHINA:  YUNNAN PROVINCE	  25.200	  103.000	30	    6700	4						4	87620	4			    6700	4						4	87620	4		
1760		1833	9	18	10	31	    										PERU		PERU-CHILE:  PERU:  AREQUIPA,TACNA; CHILE:  ARICA	 -17.600	  -70.800	160	      18	1						2																
1763	Tsu	1833	11	24				75	 8.3		 8.3					9	INDONESIA		INDONESIA:  SUMATRA:  BENGKULU	  -2.500	  100.500	170								2		1		1		1						2		1		1
1765	Tsu	1833	12	7					 7.4		 7.4						JAPAN		JAPAN:  HONSHU:  NW	  38.900	  139.150	30	      35	1						3	540	3	1790	4	      85	2						3	1140	4	1790	4
1766		1834	1	20	12			5	 7.0						 7.0	11	COLOMBIA		COLOMBIA:  PUTUMAYO,PASTO, POPAYAN, SANTA MARTA	   1.200	  -77.000	160	      80	2						3																
6531	Tsu	1834	2	9	1				 6.4		 6.4						JAPAN		W. HOKKAIDO ISLAND, JAPAN	  43.300	  141.400	30								1	23	1										1	73	2		
1768		1834	2	14			    									10	ITALY		ITALY:  BORGO VAL DI TARO	  44.300	    9.400	130	      60	2					        .170	1																
1769		1834	3	1	13		    										COLOMBIA		COLOMBIA:  PASTO	   1.400	  -77.100	160								1																
6045	Tsu	1834	3	14					 7.0		 7.0						MEXICO		MEXICO:  ACAPULCO	  16.800	  -99.900	150																				1		2		
7981		1834	4	11					 5.0		 5.0					6	CHINA		CHINA:  YUNNAN PROVINCE	  24.900	  103.000	30		1						1						1						1				
1770		1834	5	22	7		    										COLOMBIA		COLOMBIA:  SANTA MARTA,CARTAGENA	  11.000	  -74.200	160								2																
1771		1834	5	23					 6.3						 6.3	9	JORDAN		JORDAN:  AL-KARAK; ISRAEL:  JERUSALEM, NABULUS	  31.300	   35.600	140		3						2				3		3						2				3
9923		1834	5														USA TERRITORY	GU	GUAM:  AGANA	  14.000	  143.300	170								2		3										2		3		
1772		1834	8	12	15	30	    										VENEZUELA		VENEZUELA:  MERIDA	   8.800	  -70.900	160		2																						
1773		1834	10	10												9	INDONESIA		INDONESIA:  JAVA:  BOGOR, CINAJUR	  -6.700	  107.000	170								3				3								3				3
1774		1834	10	15	6	30	    	32	 6.8						 6.8	8	HUNGARY		HUNGARY:  PISHKOL'T, ERENDREYD, DENGELEG	  47.600	   22.300	110								3																
7982		1834							 6.0		 6.0					8	CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  28.600	   87.100	40		3								1				3						1		1		
8099		1834							 5.5		 5.5					7	CHINA		CHINA:  QINGHAI PROVINCE	  33.000	   97.000	30	      88	2											      88	2										
1776	Tsu	1835	2	20	16	22			 8.2		 8.2					11	CHILE		CHILE:  CONCEPCION	 -36.830	  -73.030	160	      50	1	30	1	       500	3		4		3			      53	2	30	1	500	3		4		3		3
1781		1835	4	18	17	25	    									6	SWITZERLAND		SWITZERLAND	  46.700	    7.800	120								3																
1782	Tsu	1835	7	20					 7.6		 7.6						JAPAN		JAPAN:  SANRIKU	  37.900	  141.900	30								1		1				3						3		3		
1783		1835	8	23	15		    									10	TURKEY		TURKEY	  38.500	   35.500	140	     300	3						2																
1784		1835	10	12	23											11	ITALY		ITALY:  CASTIGLIONE,COSENZA,CRATI	  39.300	   16.300	130	     100	2						2																
1787		1835	11	1												9	INDONESIA		INDONESIA:  MALUKU:  AMBON	  -3.700	  128.200	170					        60	2		2		2				3			60	2		2		2		
6046	Tsu	1836	3	5													INDONESIA		FLORES SEA	  -8.300	  118.700	170																								
1788		1836	4	24	23	15	    									11	ITALY		ITALY:  ROSSANO,CROSIA,CRACO,BASILICATA	  39.600	   16.600	130	     589	3						3																
1789		1836	6	10	15	30	    									10	USA	CA	CALIFORNIA	  38.000	 -122.000	150																								
6047	Tsu	1836	7	3					 7.5		 7.5						CHILE		CHILE:  COBIJA	 -22.600	  -70.300	160																								
1790		1836	11	20	7											11	ITALY		ITALY:  BASILICATA	  40.100	   15.800	130	      21	1						2																
6048	Tsu	1836	11	28					 7.5		 7.5						INDONESIA		FLORES SEA	  -8.300	  118.700	170								1		2										1		2		
1794	Tsu	1837	1	1	1				 6.4		 6.4					10	ISRAEL		ISRAEL: ZEFAT (SAFED); LEBANON:  BEIRUT (BEYROUT)	  33.000	   35.500	140	    5000	4						4		4			    5000	4						4		4		
1795		1837	4	11	17		    									9	ITALY		ITALY	  44.200	   10.500	130	       5	1						2																
1796	Tsu	1837	8	2			    										USA TERRITORY	VI	VIRGIN ISLANDS	  18.200	  -64.500	90								3																
10025	Tsu	1837	8	9	21	30			 6.5		 6.5						MEXICO		MEXICO: ACAPULCO	  16.860	  -99.880	150																								
1798		1837	9	10	18		    										VENEZUELA		VENEZUELA:  SANTA TERESA DEL TUY,SANTA LUCIA	  10.300	  -66.600	160		1						2																
1797		1837	9	10					 6.0		 6.0					8	CHINA		CHINA:  GANSU PROVINCE	  34.600	  103.700	30	      37	1						2	941	3			      37	1						2	941	3		
6050	Tsu	1837	9	29				100	 7.3		 7.3						INDONESIA		INDONESIA:  BANDA ATJEH	   5.500	   96.000	170								2												2				
10026	Tsu	1837	10	18	21	0			 7.0		 7.0						MEXICO		MEXICO: MEXICO CITY,  ACAPULCO	  19.450	  -99.150	150																								
1800	Tsu	1837	11	7	12	51			 8.5		 8.5					10	CHILE		CHILE:  VALDIVIA	 -42.500	  -74.000	160								3		3			      16	1						3		3		
1803		1837	11	22					 7.5		 7.5						MEXICO		MEXICO:  GUADALAJARA	  20.000	 -105.000	150																								
1804		1837	11	28												9	INDONESIA		INDONESIA:  SUMBAWA ISLAND:  BIMA	  -8.500	  118.500	170								2												1		2		
1807		1838	1	23	18	36		150	 6.9						 6.9	8	ROMANIA		ROMANIA:  CARPATHIAN FOLD,VRANCEA	  45.700	   26.600	110								2																
6051	Tsu	1838	5	7													CHILE		CHILE:  CENTRAL	 -36.700	  -73.100	160																								
1808		1838	6						 7.0				7			8	USA	CA	CALIFORNIA:  SAN FRANCISCO,SAN JOSE,SANTA CLARA	  37.600	 -122.400	150								1												1				
1806		1838					    										ISRAEL		ISRAEL:  TEL AVIV-YAFO (JAFFA),PALESTINE	  32.000	   34.500	140	    3000	4						3																
1805		1838															MYANMAR (BURMA)		MYANMAR (BURMA):  AVA (INNWA)	  21.800	   96.000	60								3												3				
1811		1839	1	11	9	55	    	33	 7.8						 7.8	9	MARTINIQUE		MARTINIQUE:  FORT-DE-FRANCE, ST PIERRE; CASTRIES	  14.400	  -61.100	90	     390	3						3																
1812		1839	2	7					 6.0		 6.0					8	CHINA		CHINA:  YUNNAN PROVINCE	  26.100	   99.900	30	     100	2						2	600	3			     100	2						2	600	3		
1813		1839	2	23					 6.0		 6.0					8	CHINA		CHINA:  YUNNAN PROVINCE	  26.100	   99.900	30	     129	3			        18	1		2	1667	4			     129	3			18	1		2	1667	4		
6883		1839	3	22													EL SALVADOR		EL SALVADOR:  SAN SALVADOR	  13.700	  -89.200	100		3						4		4				3						4		4		
1814		1839	3	23												11	MYANMAR (BURMA)		MYANMAR (BURMA):  AVA, AMARAPURA	  21.900	   96.000	60	     400	3						3		3		3								3		3		
6076	Tsu	1839	3														USA	HI	HAWAII			150																								
1815		1839	4	12			    										VENEZUELA		VENEZUELA:  CUMANA	  10.500	  -64.200	160		1						2																
6621	Tsu	1839	5	1					 7.3		 7.3						JAPAN		SE. HOKKAIDO ISLAND, JAPAN	  42.500	  145.000	30								1												1				
1816		1839	6	27					 6.5		 6.5					8	TAIWAN		TAIWAN: JIAYI	  23.400	  120.400	30	     117	3			       534	3		3	6600	4			     117	3			534	3		3	6600	4		
1817		1839	8	16	17	30	    									7	SWITZERLAND		SWITZERLAND	  45.900	    6.100	120		2						1																
1819	Tsu	1840	1	4				150	 7.0		 7.0					9	INDONESIA		INDONESIA:  JAVA:  PURWOREJO	  -8.000	  110.500	170								3		3										3		3		
7538	Tsu	1840	1	28	8			40								5	PERU		PERU:  LIMA	 -12.300	  -77.300	160																								
6558	Tsu	1840	2	14													INDONESIA		INDONESIA:  TERNATE ISLAND	    .800	  127.325	170								2		3										2		3		
1820	Tsu	1840	3	22					 6.5		 6.5					9	PHILIPPINES		PHILIPPINES:  SORSOGON,MASBATE IS,CASIGURAN,ALBAY	  12.900	  123.900	170	      17	1			       200	3		3		3			      52	2			200	3		3		3		
1823		1840	7	2	16				 6.7		 6.7					9	TURKEY		TURKEY:  MT ARARAT, AGURI, ARALIKH; IRAN:  MAKU	  39.700	   44.400	140	    1049	3						4		4			    1049	4						4		4		
1825		1840	8	27	12	5	    	8	 4.9						 4.9	7	SLOVENIA		BALKANS NW:  SLOVENIA:  LJUBLJANA	  46.200	   14.700	130								2																
1827		1840	10	30												10	GREECE		GREECE:  ZAKINTHOS (ZANTE)	  38.000	   21.000	130	      12	1						3																
6514	Tsu	1840	11	11					 5.2				5.2				USA	PA	PENNSYLVANIA:  PHILADELPHIA	  39.800	  -75.200	150																								
1829	Tsu	1841	5	17	21	30		30	 8.4					8.4		11	RUSSIA		RUSSIA:  OFF KAMCHATKA	  52.000	  158.000	50								2												2				
1830		1841	6	15	5	30	    									10	AZORES (PORTUGAL)		AZORES:  PRAIA DA VITORIA	  38.400	  -25.300	130																								
1831		1841	9	2	12	15	    										COSTA RICA		COSTA RICA:  CARTAGO; NICARAGUA	  10.000	  -84.000	100		3						2																
6052	Tsu	1841	11	26													INDONESIA		INDONESIA:  N. MOLUCCAS ISLANDS	  -5.000	  130.000	170																								
6053	Tsu	1841	12	16					 6.0		 6.0					8	INDONESIA		INDONESIA:  BANDA SEA	  -4.000	  127.500	170																				2		3		
1833		1842	1	2			    	3	 4.3						 4.3	8	AZERBAIJAN		AZERBAIJAN:  APSCHERON PENINSULA	  40.500	   50.000	40								2																
1834		1842	2	19			    										AFGHANISTAN		AFGHANISTAN:  JALALABAD	  34.400	   70.500	40	     500	3						3																
1836		1842	4	18	8	30		100								9	GREECE		GREECE:  MAINA (LACONIA)	  36.500	   22.300	130		2																						
1840	Tsu	1842	5	7	21				 8.1		 8.1						HAITI		HAITI:  CAP-HAITIEN	  19.750	  -72.200	90	    5000	4						4		4			    5300	4						4		4		
1842		1842	6	11					 7.0		 7.0					9	CHINA		CHINA: XINJIANG PROVINCE	  43.600	   93.000	40		2				3		3	5460	4				2				3		3	5460	4		
8261	Tsu	1842	11	1													CANADA		CANADA:  MONTREAL			150																								
9534	Tsu	1842	11	11					 6.0		 6.0						BANGLADESH		BANGLADESH:	  24.000	   89.250	60								1												1				
1843		1842	12	8												9	ETHIOPIA		ETHIOPIA:  ANKOBER	   9.600	   39.800	10		3						3						3						3				
6054	Tsu	1843	1	5				70	 7.3		 7.3						INDONESIA		SW. SUMATRA	   1.500	   98.000	170		3						3		3				3						3		3		
1844		1843	2	1			    										IRAN		IRAN:  AZARBAIJAN:  KHVOY (KHOY)	  38.300	   44.600	140								2																
6055	Tsu	1843	2	7					 6.0		 6.0						INDONESIA		INDONESIA:  JAVA:  GENTENG ISLAND	  -7.200	  114.000	170																								
1846	Tsu	1843	2	8	14	50	    	33	 8.3						 8.3	9	GUADELOUPE		GUADELOUPE:  POINTE-A-PITRE	  16.500	  -62.200	90	    5000	4						4					    5000	4						4				
1847		1843	4	1			    										INDIA		INDIA:  DECCAN	  19.000	   77.000	60								2																
1848		1843	4	18			    									7	IRAN		IRAN:  KHVOY (KHOY)	  38.600	   44.900	140	    1000	3						3																
1849	Tsu	1843	4	25					 8.4		 8.4						JAPAN		JAPAN:  HOKKAIDO: YEZO, KUSHIRO, NEMURO	  42.000	  146.000	30								1					      45	1						2	75	2		
1851	Tsu	1843	7	8	5	5		33	 7.5		 7.5						NEW ZEALAND		NEW ZEALAND:  WANGANUI	 -39.900	  175.000	170																								
1852	Tsu	1843	10	18			    									9	GREECE		GREECE:  CHALKI (DODECANESE)	  36.300	   27.500	130		2																						
1853		1843	12	17	22	15	    									10	CHILE		CHILE	 -29.900	  -71.300	160																								
1855		1844	4	16	13	20	    									8	USA TERRITORY	PR	PUERTO RICO:  SAN JUAN; ST THOMAS	  18.300	  -66.800	90								2																
1857		1844	5	12					 6.4		 6.4						IRAN		IRAN:  KASHAN, QAMSAR, KAMU, KUSHIAN, CHUKA	  33.600	   51.400	140	    1500	4						3		3			    1500	4						3		3		
1860		1844	5	12												9	TURKEY		TURKEY:  OSMANCIK, ANKARA	  40.980	   34.800	140	     200	3						3		3			     200	3						3		3		
1859		1844	5	13					 6.9		 6.9						IRAN		IRAN:  MIYANEH, GARMRUD, ESFAHAN	  37.400	   48.000	140		4						4		4				4						4		4		
1862		1844	8	30	7	10	    										SAINT VINCENT AND THE GRENADINES		SAINT VINCENT:  KINGSTOWN	  13.100	  -61.100	90								2																
1861		1844	8				    										NICARAGUA		NICARAGUA:  SAN JUAN DEL NORTE(GREYTOWN)	  11.000	  -84.000	100								2																
1863		1844	10	19	1	30	    									8	ARGENTINA		ARGENTINA:  SALTA, JUJUY, TUCUMAN	 -25.000	  -66.000	160								3																
1865	Tsu	1845	2	8	7	30			 7.0		 7.0					9	INDONESIA		INDONESIA:  N SULAWESI:  MENADO, TIKALA, TOMOHON	   1.480	  124.850	170	     118	3						2		3			     118	3						2		3		
1866		1845	2	12													ETHIOPIA		ETHIOPIA	  12.300	   39.000	10		2																						
1867		1845	2	19			    										COLOMBIA		COLOMBIA:  MAGDALENA RIVER	  11.100	  -74.500	160		3																						
1864		1845	2						 6.0		 6.0					8	TAIWAN		TAIWAN:  ZHANGHUA	  24.100	  120.500	30	     380	3				3		3	4000	4			     380	3				3		3	4000	4		
1868		1845	3	9			    										MEXICO		MEXICO:  OAXACA	  17.000	  -96.300	150								3																
1869	Tsu	1845	4	7					 8.0		 8.0						MEXICO		MEXICO:  MEXICO CITY	  17.000	 -100.600	150								2				2								2				2
1870		1845	6	4	2	15	    									10	CHILE		CHILE	 -18.500	  -70.400	160																								
6559	Tsu	1845	6	19					 6.3		 6.3					8	INDIA		INDIA:  RANN OF KUTCH	  23.583	   68.367	60		1						1		1				1						2		2		
6056	Tsu	1845	7	5													NEW ZEALAND		N. NEW ZEALAND	 -39.930	  175.050	170																								
1871		1845	10	11			    									10	TURKEY		TURKEY	  39.100	   26.200	140																								
1872		1845	12	21	20	40	    	7	 4.9						 4.9	7	SLOVENIA		BALKANS NW:  SLOVENIA:  LJUBLJANA	  46.100	   14.500	130								2																
6057	Tsu	1846	1	25	0	0			 7.3		 7.3						INDONESIA		INDONESIA:  N. MOLUCCAS ISLANDS	   2.000	  126.500	170																								
6058	Tsu	1846	3						 6.9		 6.9						JAPAN		SANRIKU, JAPAN	  39.500	  142.500	30																								
1876		1846	6	10	18											10	GREECE		GREECE:  MESSINI-MICROMANI (MESSINIA)	  37.000	   22.000	130	      30	2					        .800	1																
1878		1846	6	28	1	15	    	50	 7.8						 7.8	6	PERU		PERU	 -14.000	  -76.800	160																								
1879		1846	8	7												11	ITALY		ITALY:  SIRACUSA (SYRACUSE)	  37.000	   15.300	130								2																
1881	Tsu	1846	8	14	12	35		5	 6.1		 6.1					10	ITALY		ITALY:  ORCIANO, LUCIANA	  43.400	   10.600	130	      56	2						3					      56	2						3				
1883		1846	12	10			    		 7.5						 7.5		INDIA		INDIA	  26.000	   93.000	60																								
1884		1847	3	8	15		    									10	CHILE		CHILE	 -32.500	  -71.300	160																								
1887		1847	5	8					 7.4		 7.4						JAPAN		JAPAN:  ZENKOJI, NAGANO	  37.000	  138.000	30	   12000	4						4	34000	4			   12000	4						4	34000	4		
6059	Tsu	1847	5	23													PERU		PERU:  CALLAO	 -12.100	  -77.100	160																				1				
1888		1847	6	21			    	40	 7.5						 7.5		RUSSIA		RUSSIA:  KURIL ISLANDS	  46.000	  152.000	50																								
1889		1847	8	7												11	EGYPT		EGYPT:  AL-FAYYUM, CAIRO	  29.500	   30.500	15	     185	3				4		4	4072	4	4072	4	     126	3				4		4	4072	4		4
6060	Tsu	1847	10	8					 7.3		 7.3					8	CHILE		CHILE:  COQUIMBO	 -31.610	  -71.180	160		1												1										
6649	Tsu	1847	10	31													INDIA		INDIA:  LITTLE NICOBAR ISLAND	   7.333	   93.667	60																								
1890		1847	10				    										MEXICO		MEXICO:  OAXACA	  17.000	  -96.300	150								3																
1891		1847	11	16													INDONESIA		INDONESIA:  JAVA:  CHERIBON	  -6.670	  108.550	170								2												2				
7936		1847	12	19	6	0										10	PORTUGAL		PORTUGAL:  LISBON	  38.700	   -9.200	130								2		2		2								2		2		
1892		1848	1	11			    									11	ITALY		ITALY:  SICILY	  37.200	   15.200	130								2																
1893		1848	2														MOROCCO		MOROCCO:  MELILLA	  35.300	   -2.970	15								2																
1894		1848	5	31			    										MEXICO		MEXICO:  OAXACA,GUERRERO	  17.000	  -96.300	150								3																
6857	Tsu	1848	7	12					 6.5		 6.5						FRENCH POLYNESIA		FRENCH POLYNESIA:  TAHITI	 -17.900	 -149.900	170																				1				
6061	Tsu	1848	10	15	14	10			 7.9		 7.9						NEW ZEALAND		NEW ZEALAND:  N.	 -41.300	  174.500	170								1												1				
10012		1848	10	17	4	10			 6.0		 6.0						NEW ZEALAND		NEW ZEALAND:  COOK STRAIT			170										1		1										1		2
10013		1848	10	18	17	33			 6.0		 6.0						NEW ZEALAND		NEW ZEALAND:  AWATERE RIVER, MARLBOROUGH	 -41.670	  174.000	170	       3	1								2			       3	1								2		
1895		1848	12	3					 6.8		 6.8					9	TAIWAN		TAIWAN: ZHANGHUA	  24.100	  120.500	30	    1001	4				4		4	20300	1			    1001	4						4	20300	4		
1896	Tsu	1849	1	25	5	10			 7.5						 7.5	9	USA TERRITORY	GU	GUAM	  14.000	  143.300	170						2		3		3				3				2		3		3		
1897		1849	2	26	9	30		13	 6.0						 6.0	9	VENEZUELA		VENEZUELA:  TACHIRA (LOBATERA)	   7.300	  -72.300	160	      40	1						2																
1899		1849	5	3	10		    										VENEZUELA		VENEZUELA:  MARACAIBO	  10.700	  -71.600	160		3						2																
6062	Tsu	1849	9	28	9												RUSSIA		RUSSIA:  KAMCHATKA	  55.000	  166.000	50								1		1										1		1		
1900	Tsu	1849	10	28	9	0		20	 7.5		 7.5					10	RUSSIA		RUSSIA:  KOMANDORSKY ISLAND	  55.000	  166.000	50																								
1902	Tsu	1849	12	17	10	10			 6.5		 6.5					8	CHILE		CHILE:  COQUIMBO	 -29.950	  -71.370	160																				1				
1904		1850	4	29			    									11	CROATIA		BALKANS NW:  CROATIA:  STON	  42.800	   17.700	130																								
1905		1850	9	12					 7.5		 7.5					10	CHINA		CHINA:  SICHUAN:  XICHANG	  27.800	  102.300	30	   20650	4						4					   20650	4						4				
1903		1850							 5.0		 5.0					6	CHINA		CHINA:  GANSU PROVINCE:  WUSBAN	  34.700	  104.900	30		2						1		1				2						1		1		
1907		1851	1	1			    									6	SWITZERLAND		SWITZERLAND	  46.300	    8.000	120		2																						
1908		1851	1	20			    									9	ALBANIA		ALBANIA	  41.200	   20.200	130								2																
1909		1851	2	2	10												COLOMBIA		COLOMBIA:  CARTAGENA	  10.400	  -75.400	160		3						2																
1912	Tsu	1851	2	28	13											10	TURKEY		TURKEY:  FETHIYE; GREECE:  RHODES	  36.500	   28.800	140								2																
1913		1851	4	2	10	48			 7.1		 7.1					8	CHILE		CHILE:  VALPARAISO	 -33.320	  -71.420	160		1						3		3				1						3		3		
1914		1851	4	19	14	30											PAKISTAN		PAKISTAN:  GAVADER	  25.100	   62.300	60								2		3		3								2		3		
6064	Tsu	1851	5	15	16	10	    									6	USA	CA	CALIFORNIA:  NORTHERN	  37.800	 -122.400	150																								
1915		1851	5	16	13		    										GUADELOUPE		GUADELOUPE:  POINTE-A-PITRE	  16.200	  -61.400	90								2																
6560	Tsu	1851	5	26	18	14			 7.2		 7.2					10	CHILE		CHILE:  COPIAPO	 -27.350	  -70.350	160								3		3										2		3		
1918		1851	8	14	1	23										11	ITALY		ITALY:  MELFI, RAPOLLA, BARILE, RIONERO, MT VULTURE	  41.000	   15.700	130	     671	3						3		3			     671	3						3		3		
1921	Tsu	1851	10	12	6				 6.6		 6.6					11	ALBANIA		ALBANIA:  VLORE (VALONA),BERAT; TURKEY	  40.500	   19.700	130	    2000	4						4		4			    2000	4						4		4		
1922		1851	10	17												10	ALBANIA		ALBANIA:  BERAT	  40.500	   19.700	130	     400	3						3		3			     400	3						3		3		
6065	Tsu	1851	11	13	2	51	    										USA	CA	CALIFORNIA:  NORTHERN	  40.000	 -122.000	150																								
1906		1851					    										IRAN		IRAN:  SHAHRUD	  36.200	   55.000	140								2																
9907	Tsu	1852	1	9				150	 6.5		 6.5					8	INDONESIA		INDONESIA:  JAVA: DJAKARTA; SUMATRA: TELUKBETUNG	  -6.500	  105.500	170								1				1								1				1
1927		1852	1	24			    										MEXICO		MEXICO:  OAXACA	  17.000	  -96.300	150								3																
1924		1852	1	24													PAKISTAN		PAKISTAN:  UPPER SINDH, FORT KAHAN, MURREE HILLS	  27.700	   68.800	60	     350	3						3		3		3	     350	3						3		3		
1928		1852	2	22			    	10	 5.8						 5.8	9	IRAN		IRAN:  KHABUSHAN (NW KUCHAN)	  37.100	   58.400	140	    2000	4						3																
1929		1852	4	16	22	16	    									10	AZORES (PORTUGAL)		AZORES:  SAO MIGUEL (SAN MIGUEL)	  37.500	  -25.300	130																								
1930		1852	5	26					 6.0		 6.0					8	CHINA		CHINA: NINGXIA	  37.500	  105.200	30	     300	3			       400	3		3	20000	4			     300	3			400	3		3	20000	4		
