Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Number of patrons,x coordinate,y coordinate,Location
2016,56,101202,101202,206-218 Bourke Street,Melbourne (CBD),Xiang Club,150,144.9668768,-37.81259409,"(-37.81259409, 144.9668768)"
2016,64,105704,105704,377-381 Lonsdale Street,Melbourne (CBD),Trapt Bar & Escape Rooms,331,144.9614648,-37.81291055,"(-37.81291055, 144.9614648)"
2016,16,108532,108532,27-37 Russell Street,Melbourne (CBD),Whiskey Den ,40,144.9692478,-37.81598754,"(-37.81598754, 144.9692478)"
2016,14,103165,103165,1-5 Elizabeth Street,Melbourne (CBD),Dreams Gentlemen's Club,160,144.964608,-37.81805666,"(-37.81805666, 144.964608)"
2016,14,103946,103946,313-315 Flinders Lane,Melbourne (CBD),Randy Dragon,100,144.9638507,-37.81763918,"(-37.81763918, 144.9638507)"
2016,23,102099,102099,419-429 Collins Street,Melbourne (CBD),Ms Collins,850,144.9606531,-37.81752882,"(-37.81752882, 144.9606531)"
2016,66,105691,105691,209-211 Lonsdale Street,Melbourne (CBD),Boilermaker House,180,144.9662609,-37.8114331,"(-37.8114331, 144.9662609)"
2016,66,108547,108547,199-203 Russell Street,Melbourne (CBD),Exford Hotel,300,144.9673406,-37.81179179,"(-37.81179179, 144.9673406)"
2016,74,104662,104662,106-112 Hardware Street,Melbourne (CBD),Nieuw Amsterdam,200,144.9606805,-37.81213605,"(-37.81213605, 144.9606805)"
2016,84,105449,105449,293-299 La Trobe Street,Melbourne (CBD),Burger Theory / The Hills Rooftop / The Tuxedo Cat,200,144.9605086,-37.81081439,"(-37.81081439, 144.9605086)"
2016,56,101207,101207,184-186 Bourke Street,Melbourne (CBD),Stars KTV and Lounge,204,144.9676888,-37.81267583,"(-37.81267583, 144.9676888)"
2016,67,105675,105675,113 Lonsdale Street,Melbourne (CBD),Seamstress,160,144.9690111,-37.81056538,"(-37.81056538, 144.9690111)"
2016,104,104085,104085,167-175 Franklin Street,Melbourne (CBD),Velvet Underground,200,144.9591538,-37.80895967,"(-37.80895967, 144.9591538)"
2016,107,108561,108561,380-388 Russell Street,Melbourne (CBD),Blue Moon Bar,170,144.9660836,-37.80749583,"(-37.80749583, 144.9660836)"
2016,105,109318,109318,427-457 Swanston Street,Melbourne (CBD),The Oxford Scholar Hotel,486,144.9626932,-37.80826292,"(-37.80826292, 144.9626932)"
2016,57,101221,101221,94-96 Bourke Street,Melbourne (CBD),The Elephant and Wheelbarrow,450,144.9702485,-37.81191058,"(-37.81191058, 144.9702485)"
2016,57,106433,106433,18-24 Market Lane,Melbourne (CBD),Ding Dong Lounge,300,144.9694031,-37.81175137,"(-37.81175137, 144.9694031)"
2016,57,101217,101217,124-128 Bourke Street,Melbourne (CBD),Welcome Stranger,350,144.9692645,-37.81207094,"(-37.81207094, 144.9692645)"
2016,57,101212,101212,152-158 Bourke Street,Melbourne (CBD),Charltons Entertainment Complex / Roxanne Bar,1500,144.9685359,-37.81206119,"(-37.81206119, 144.9685359)"
2016,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Mai Tai Restaurant,170,144.9676444,-37.81098272,"(-37.81098272, 144.9676444)"
2016,33,105933,105933,425-427 Little Collins Street,Melbourne (CBD),The Irish Times,170,144.9605354,-37.8162542,"(-37.8162542, 144.9605354)"
2016,53,110145,110145,170-176 William Street,Melbourne (CBD),Lavita Cafe On William ,50,144.9582309,-37.81492637,"(-37.81492637, 144.9582309)"
2016,56,108538,108538,163-169 Russell Street,Melbourne (CBD),Eden Bar,350,144.9676479,-37.81246709,"(-37.81246709, 144.9676479)"
2016,14,103950,103950,335-339 Flinders Lane,Melbourne (CBD),Bartronica,200,144.9632258,-37.81784765,"(-37.81784765, 144.9632258)"
2016,15,103944,103944,277-279 Flinders Lane,Melbourne (CBD),The Mill House Bar,400,144.9652979,-37.81724201,"(-37.81724201, 144.9652979)"
2016,54,105852,105852,401-405 Little Bourke Street,Melbourne (CBD),The Apartment Restaurant Club Lounge,250,144.9610348,-37.81403196,"(-37.81403196, 144.9610348)"
2016,66,105878,105878,242-244 Little Bourke Street,Melbourne (CBD),Shanghai Club,209,144.965603,-37.81213633,"(-37.81213633, 144.965603)"
2016,67,105679,105679,131-137 Lonsdale Street,Melbourne (CBD),Athens Business Club,30,144.96853,-37.81098009,"(-37.81098009, 144.96853)"
2016,27,541562,102071,121-131 Collins Street,Melbourne (CBD),RU-CO,400,144.9698467,-37.81516811,"(-37.81516811, 144.9698467)"
2016,27,597183,102071,121-131 Collins Street,Melbourne (CBD),Spice Market,600,144.9698467,-37.81516811,"(-37.81516811, 144.9698467)"
2016,57,101216,101216,21-25 Croft Alley,Melbourne (CBD),The Croft Institute,250,144.9690881,-37.81206249,"(-37.81206249, 144.9690881)"
2016,57,101214,101214,146-150 Bourke Street,Melbourne (CBD),FM Karaoke Bar,100,144.9687387,-37.81235798,"(-37.81235798, 144.9687387)"
2016,114,109493,109493,143-151 Therry Street,Melbourne (CBD),The Mercant Cross Hotel / Fancy Hanks Bar-B-Que,1081,144.9583711,-37.80792152,"(-37.80792152, 144.9583711)"
2016,87,101023,101023,25 Bennetts Lane,Melbourne (CBD),Bennetts Lane Jazz Club,300,144.967558,-37.80889245,"(-37.80889245, 144.967558)"
2016,43,105954,105954,422-428 Little Collins Street,Melbourne (CBD),Little Red Pocket,200,144.960326,-37.8159076,"(-37.8159076, 144.960326)"
2016,63,105867,105867,428-432 Little Bourke Street,Melbourne (CBD),DANSK Restaurant,100,144.9597229,-37.81392392,"(-37.81392392, 144.9597229)"
2016,74,106017,106017,391-393 Little Lonsdale Street,Melbourne (CBD),La La Land,175,144.9603411,-37.81187439,"(-37.81187439, 144.9603411)"
2016,56,101202,101202,206-218 Bourke Street,Melbourne (CBD),Rainbow Karaoke,400,144.9668768,-37.81259409,"(-37.81259409, 144.9668768)"
2016,56,101202,101202,206-218 Bourke Street,Melbourne (CBD),VS Sports Bar,80,144.9668768,-37.81259409,"(-37.81259409, 144.9668768)"
2016,6,578327,573333,2 Swanston Street,Melbourne (CBD),Zinc at Federation Square,1000,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2016,11,103984,103984,566-580 Flinders Street,Melbourne (CBD),UBar,98,144.9553465,-37.82072034,"(-37.82072034, 144.9553465)"
2016,33,102124,102124,430-442 Collins Street,Melbourne (CBD),The Mug House,80,144.9597623,-37.81703239,"(-37.81703239, 144.9597623)"
2016,2523,614830,614830,524 Macaulay Road,Kensington,Lost and Found,40,144.9286331,-37.79404162,"(-37.79404162, 144.9286331)"
2016,37,102158,102158,86-88 Collins Street,Melbourne (CBD),Ra,83,144.9705847,-37.81393777,"(-37.81393777, 144.9705847)"
2016,67,105677,105677,117-121 Lonsdale Street,Melbourne (CBD),The Key Club,440,144.9689024,-37.8107614,"(-37.8107614, 144.9689024)"
2016,23,102098,102098,415-417 Collins Street,Melbourne (CBD),The Sherlock Holmes Inn,131,144.9608681,-37.81746814,"(-37.81746814, 144.9608681)"
2016,61,105308,105308,203-207 King Street,Melbourne (CBD),Bar Humbug,30,144.9549691,-37.81538904,"(-37.81538904, 144.9549691)"
2016,61,105716,105716,597-603 Lonsdale Street,Melbourne (CBD),The Men's Gallery,675,144.9544951,-37.81491898,"(-37.81491898, 144.9544951)"
2016,62,105384,105384,204-208 King Street,Melbourne (CBD),Great Western Hotel,390,144.9554836,-37.81521196,"(-37.81521196, 144.9554836)"
2016,12,105399,105399,26-32 King Street,Melbourne (CBD),Clique Bar,222,144.957466,-37.81952934,"(-37.81952934, 144.957466)"
2016,37,102158,102158,86-88 Collins Street,Melbourne (CBD),Collins Quarter ,290,144.9705847,-37.81393777,"(-37.81393777, 144.9705847)"
2016,96,606638,105490,124 La Trobe Street,Melbourne (CBD),Pearson and Murph'y Cafe,156,144.9645504,-37.80818365,"(-37.80818365, 144.9645504)"
2016,87,106057,106057,106 Little Lonsdale Street,Melbourne (CBD),Troika Bar ,60,144.96859,-37.8091536,"(-37.8091536, 144.96859)"
2016,33,108065,108065,93-95 Queen Street,Melbourne (CBD),Decca Bar,167,144.9609695,-37.81637876,"(-37.81637876, 144.9609695)"
2016,17,103925,103925,121-123 Flinders Lane,Melbourne (CBD),Fashion Lounge,350,144.9705132,-37.81567009,"(-37.81567009, 144.9705132)"
2016,17,103926,103926,125-127 Flinders Lane,Melbourne (CBD),Gogo ,300,144.9703998,-37.81568875,"(-37.81568875, 144.9703998)"
2016,52,592048,592048,188-202 King Street,Melbourne (CBD),La Di Da,458,144.9556244,-37.81551353,"(-37.81551353, 144.9556244)"
2016,115,104103,104103,34-38 Franklin Street,Melbourne (CBD),Captain Melville ,355,144.9616126,-37.80752292,"(-37.80752292, 144.9616126)"
2016,67,105673,105673,103-105 Lonsdale Street,Melbourne (CBD),Bomba Tapas Bar and Rooftop,145,144.9692541,-37.81049305,"(-37.81049305, 144.9692541)"
2016,48,101109,101109,39-43 Bourke Street,Melbourne (CBD),Spleen Central,100,144.9720472,-37.81193572,"(-37.81193572, 144.9720472)"
2016,48,503031,503031,19-23 Meyers Place,Melbourne (CBD),Loop Project Space & Bar,152,144.9721078,-37.8121518,"(-37.8121518, 144.9721078)"
2016,48,101113,101113,59-63 Bourke Street,Melbourne (CBD),Club Asuka,150,144.9715659,-37.81212537,"(-37.81212537, 144.9715659)"
2016,58,101238,101238,2-8 Bourke Street,Melbourne (CBD),Imperial Hotel,300,144.972676,-37.8112003,"(-37.8112003, 144.972676)"
2016,33,110148,110148,98-110 William Street,Melbourne (CBD),The Australian Club,280,144.9591218,-37.81674542,"(-37.81674542, 144.9591218)"
2016,43,108069,108069,131-141 Queen Street,Melbourne (CBD),The Turf Bar & Restaurant,527,144.9605409,-37.81549904,"(-37.81549904, 144.9605409)"
2016,58,105828,105828,19-25 Little Bourke Street,Melbourne (CBD),Mrs Parma's ,300,144.9719903,-37.81074304,"(-37.81074304, 144.9719903)"
2016,32,102118,102118,480-490 Collins Street,Melbourne (CBD),Paloma,80,144.9579514,-37.8176551,"(-37.8176551, 144.9579514)"
2016,22,102102,102102,471-485 Collins Street,Melbourne (CBD),State of Grace,200,144.9585484,-37.8184145,"(-37.8184145, 144.9585484)"
2016,12,103994,103994,502-504 Flinders Street,Melbourne (CBD),Insignia on Flinders,100,144.9576571,-37.82005619,"(-37.82005619, 144.9576571)"
2016,104,103219,103219,413-417 Elizabeth Street,Melbourne (CBD),Workshop,230,144.9605226,-37.80918797,"(-37.80918797, 144.9605226)"
2016,48,101116,101116,79-85 Bourke Street,Melbourne (CBD),Tuscan Bar Melbourne,300,144.9710404,-37.81217956,"(-37.81217956, 144.9710404)"
2016,67,102200,102200,12-14 Corrs Lane,Melbourne (CBD),Fad Gallery,80,144.9684328,-37.81123016,"(-37.81123016, 144.9684328)"
2016,95,109314,109314,401-405 Swanston Street,Melbourne (CBD),The Order of Melbourne,290,144.963217,-37.80904283,"(-37.80904283, 144.963217)"
2016,41,105948,105948,582-584 Little Collins Street,Melbourne (CBD),Saint & Rogue,300,144.9553525,-37.81740928,"(-37.81740928, 144.9553525)"
2016,31,102113,102113,546-566 Collins Street,Melbourne (CBD),Nero Bar,80,144.9558446,-37.81824465,"(-37.81824465, 144.9558446)"
2016,87,106059,106059,100 Little Lonsdale Street,Melbourne (CBD),Gami Chicken and Beer,73,144.9687195,-37.80913623,"(-37.80913623, 144.9687195)"
2016,95,109314,109314,401-405 Swanston Street,Melbourne (CBD),Red Love,200,144.963217,-37.80904283,"(-37.80904283, 144.963217)"
2016,67,102199,102199,16-20 Corrs Lane,Melbourne (CBD),"Berlin Bar, Brutale & Mendoza's Social Club",569,144.9683854,-37.81112914,"(-37.81112914, 144.9683854)"
2016,17,103921,103921,91-93 Flinders Lane,Melbourne (CBD),Papa Goose,440,144.9712228,-37.81543506,"(-37.81543506, 144.9712228)"
2016,58,108986,108986,161 Spring Street,Melbourne (CBD),The European,703,144.9724291,-37.8109513,"(-37.8109513, 144.9724291)"
2016,48,103626,103626,114-122 Exhibition Street,Melbourne (CBD),European Bier Cafe,550,144.9711999,-37.81285806,"(-37.81285806, 144.9711999)"
2016,77,108573,108573,270 Russell Street,Melbourne (CBD),Whisky and Alement,90,144.9671591,-37.81011116,"(-37.81011116, 144.9671591)"
2016,33,108067,108067,103-105 Queen Street,Melbourne (CBD),Chaise Lounge,140,144.9608476,-37.81614776,"(-37.81614776, 144.9608476)"
2016,12,104824,104824,11A Highlander Lane,Melbourne (CBD),Highlander Bar,202,144.9579702,-37.81970334,"(-37.81970334, 144.9579702)"
2016,51,108963,108963,672-696 Bourke Street,Melbourne (CBD),Mail Exchange Hotel,600,144.9535902,-37.81663038,"(-37.81663038, 144.9535902)"
2016,97,105493,105493,52 La Trobe Street,Melbourne (CBD),Karaoke Box,300,144.9672465,-37.80828608,"(-37.80828608, 144.9672465)"
2016,103,100160,100160,196-200 A'Beckett Street,Melbourne (CBD),Nomads Industry Backpackers,200,144.9574447,-37.80998494,"(-37.80998494, 144.9574447)"
2016,21,606461,606461,607-623 Collins Street,Melbourne (CBD),Batman's Hill On Collins Hotel,1500,144.95469,-37.81929312,"(-37.81929312, 144.95469)"
2016,17,103924,103924,107-109 Flinders Lane,Melbourne (CBD),Bambu Bar,230,144.9708344,-37.81560645,"(-37.81560645, 144.9708344)"
2016,43,108068,108068,111-129 Queen Street,Melbourne (CBD),CitiClub On Queen Hotel ,940,144.9606367,-37.81581152,"(-37.81581152, 144.9606367)"
2016,12,105401,105401,14-20 King Street,Melbourne (CBD),Tramp Bar,200,144.9577148,-37.81977635,"(-37.81977635, 144.9577148)"
2016,78,103618,103618,242-284 Exhibition Street,Melbourne (CBD),Coopers Inn,400,144.9699756,-37.80941489,"(-37.80941489, 144.9699756)"
2016,43,101154,101154,483-501 Bourke Street,Melbourne (CBD),RACV City Club,410,144.9595925,-37.81587957,"(-37.81587957, 144.9595925)"
2016,17,103928,103928,133-135 Flinders Lane,Melbourne (CBD),Meat Ball,110,144.9701585,-37.81573536,"(-37.81573536, 144.9701585)"
2016,43,108068,108068,111-129 Queen Street,Melbourne (CBD),Karstens At CQ ,170,144.9606367,-37.81581152,"(-37.81581152, 144.9606367)"
2016,43,108068,108068,111-129 Queen Street,Melbourne (CBD),Blue Diamond,200,144.9606367,-37.81581152,"(-37.81581152, 144.9606367)"
2016,33,108064,108064,85-91 Queen Street,Melbourne (CBD),Element Lounge,230,144.9610213,-37.81649711,"(-37.81649711, 144.9610213)"
2016,2530,616125,616125,25-27 Rankins Road,Kensington,Flemington & Kensington RSL Club,90,144.9321953,-37.78932218,"(-37.78932218, 144.9321953)"
2016,774,600431,600431,816 Lorimer Street,Port Melbourne,Underbridge Sports Bar & Cafe,60,144.9309535,-37.82210926,"(-37.82210926, 144.9309535)"
2016,753,110606,110380,3 Southgate Avenue,Southbank,Bear Brass,200,144.9662623,-37.82066923,"(-37.82066923, 144.9662623)"
2016,803,111175,110477,8 Whiteman Street,Southbank,The Waiting Room,120,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,803,111175,110477,8 Whiteman Street,Southbank,No. 8 by John Lawson,40,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,803,111175,110477,8 Whiteman Street,Southbank,The Atlantic/The Den /The Oyster Bar & Grill,508,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,801,110326,110326,4 Riverside Quay,Southbank,Soho Restaurant & Bar,200,144.9633758,-37.82092509,"(-37.82092509, 144.9633758)"
2016,801,110335,110335,1-9 Southbank Boulevard,Southbank,Left Bank Melbourne,400,144.9628914,-37.8210403,"(-37.8210403, 144.9628914)"
2016,801,559161,559161,3-7 Riverside Quay,Southbank,Belgian Beer Cafe Melbourne,638,144.9645668,-37.82166549,"(-37.82166549, 144.9645668)"
2016,803,111175,110477,8 Whiteman Street,Southbank,Therapy,600,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,753,110606,110380,3 Southgate Avenue,Southbank,P J O'Briens Irish Pub & Side Bar,550,144.9662623,-37.82066923,"(-37.82066923, 144.9662623)"
2016,730,110473,110473,65-73 Haig Street,Southbank,The Backlot Studios ,80,144.95658,-37.82791506,"(-37.82791506, 144.95658)"
2016,803,111175,110477,8 Whiteman Street,Southbank,Jimbo & Rex ,300,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,803,111175,110477,8 Whiteman Street,Southbank,Co,560,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,803,111175,110477,8 Whiteman Street,Southbank,Lagerfield Bar & Beer Garden,650,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,752,108653,110733,100 St Kilda Road,Southbank,Curve Bar,300,144.9682264,-37.82094188,"(-37.82094188, 144.9682264)"
2016,730,110401,110401,334-342 City Road,Southbank,Eve Bar Lounge,500,144.9573539,-37.82783816,"(-37.82783816, 144.9573539)"
2016,804,110542,110484,20-30 Convention Centre Place,Southbank,West Village NYC,150,144.9523782,-37.82539976,"(-37.82539976, 144.9523782)"
2016,804,110542,110484,20-30 Convention Centre Place,Southbank,Aerial Events,900,144.9523782,-37.82539976,"(-37.82539976, 144.9523782)"
2016,808,110385,110385,174-184 City Road,Southbank,Rumour Restaurant Bar & Lounge,100,144.9618918,-37.82382188,"(-37.82382188, 144.9618918)"
2016,807,108054,108054,40-56 Queens Bridge Street,Southbank,Mesh/Tonic Bar,300,144.9597768,-37.8238538,"(-37.8238538, 144.9597768)"
2016,803,111175,110477,8 Whiteman Street,Southbank,Jackpot Bar,80,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,803,111175,110477,8 Whiteman Street,Southbank,Atrium Bar,100,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,803,111175,110477,8 Whiteman Street,Southbank,Velvet Bar,100,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,806,110343,640947,27-45 Whiteman Street,Southbank,Kingpin Bowling Crown,347,144.9583432,-37.82559096,"(-37.82559096, 144.9583432)"
2016,804,110988,110988,29-65 South Wharf Promenade,Southbank,Plus 5,90,144.9503336,-37.82409303,"(-37.82409303, 144.9503336)"
2016,804,110988,110988,29-65 South Wharf Promenade,Southbank,Munich Brau Haus,1100,144.9503336,-37.82409303,"(-37.82409303, 144.9503336)"
2016,803,597190,110477,8 Whiteman Street,Southbank,Club 23,450,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,803,111175,110477,8 Whiteman Street,Southbank,Crown Entertainment Complex and Casino,320,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2016,861,102503,102503,161-173 Domain Road,South Yarra,Botanical Hotel,245,144.9816996,-37.83431735,"(-37.83431735, 144.9816996)"
2016,710,108617,108617,375-385 St Kilda Road,Melbourne (Remainder),Royce Hotel,120,144.9755139,-37.83506751,"(-37.83506751, 144.9755139)"
2016,724,106798,106798,557 St Kilda Road,Melbourne (Remainder),"Village Melbourne - Garden, Arbor, Bistro & Terrace",790,144.9814116,-37.84752524,"(-37.84752524, 144.9814116)"
2016,760,108642,108642,497-503 St Kilda Road,Melbourne (Remainder),Commodity Cafe,150,144.9790762,-37.84331737,"(-37.84331737, 144.9790762)"
2016,1110,620312,593737,23-37 Star Crescent,Docklands,Harbour Town Hotel,498,144.9378299,-37.81315031,"(-37.81315031, 144.9378299)"
2016,1101,108973,108973,85-161 Spencer Street,Docklands,Network Public Bar & Pizzeria,325,144.9523393,-37.81815358,"(-37.81815358, 144.9523393)"
2016,1105,628712,628712,717-731 Collins Street,Docklands,Bar Nicional,75,144.9500934,-37.82068699,"(-37.82068699, 144.9500934)"
2016,1103,558180,558180,122-148 Harbour Esplanade,Docklands,Legends Bar,250,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2016,131,108844,108844,1-5 Spencer Street,Docklands,Crown Plaza,60,144.9549939,-37.8226581,"(-37.8226581, 144.9549939)"
2016,1103,558180,558180,122-148 Harbour Esplanade,Docklands,The Medallion Club,5000,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2016,1103,558180,558180,122-148 Harbour Esplanade,Docklands,Locker Room Club Bar,500,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2016,1110,593739,593739,99-127 Pearl River Road,Docklands,Igloo Cafe & St Moritz Bar,100,144.9356321,-37.81223232,"(-37.81223232, 144.9356321)"
2016,1108,604125,604125,143-175 Harbour Esplanade,Docklands,Alumbra,690,144.9435654,-37.8165193,"(-37.8165193, 144.9435654)"
2016,1109,601809,593728,425-427 Docklands Drive,Docklands,Waterfront Venues,1059,144.9390269,-37.81517782,"(-37.81517782, 144.9390269)"
2016,1103,558180,558180,122-148 Harbour Esplanade,Docklands,E J Whitten Bar ,70,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2016,1103,558180,558180,122-148 Harbour Esplanade,Docklands,Captains Bar ,80,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2016,1104,576024,576023,747-757 Bourke Street,Docklands,The Nixon Hotel,300,144.9479753,-37.81925128,"(-37.81925128, 144.9479753)"
2016,1109,560004,560004,24-42 Newquay Promenade,Docklands,Vacant,321,144.942139,-37.81434525,"(-37.81434525, 144.942139)"
2016,658,110266,110266,120 Brunton Avenue,East Melbourne,Spotless Services,2800,144.9832828,-37.81992883,"(-37.81992883, 144.9832828)"
